retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
West Gear,2021-02-24,West,Utah,Women's Street Footwear,36,88,3168
Foot Locker,2021-12-16,Northeast,West Virginia,Men's Apparel,61,95,5795
Foot Locker,2021-03-23,Southeast,Virginia,Women's Street Footwear,52,91,4732
Sports Direct,2021-04-01,South,Tennessee,Men's Apparel,28,84,2352
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Apparel,67,95,6365
Foot Locker,2021-07-20,Midwest,Nebraska,Men's Street Footwear,37,84,3108
West Gear,2021-03-23,West,Oregon,Women's Street Footwear,54,88,4752
Sports Direct,2021-03-15,Midwest,Michigan,Women's Athletic Footwear,29,91,2639
Amazon,2021-11-18,Northeast,Maine,Men's Athletic Footwear,46,84,3864
West Gear,2021-04-17,South,Louisiana,Men's Athletic Footwear,52,88,4576
Foot Locker,2021-06-18,Midwest,Missouri,Men's Athletic Footwear,27,91,2457
Foot Locker,2021-02-23,West,Arizona,Women's Apparel,38,88,3344
Foot Locker,2021-06-18,Midwest,Missouri,Women's Athletic Footwear,23,91,2093
Foot Locker,2021-03-22,West,Arizona,Women's Apparel,47,88,4136
Sports Direct,2021-11-07,Northeast,Rhode Island,Men's Street Footwear,55,95,5225
Foot Locker,2021-08-18,Midwest,Missouri,Women's Athletic Footwear,24,91,2184
Amazon,2021-01-24,West,Alaska,Women's Apparel,52,84,4368
Amazon,2021-09-17,Northeast,New Hampshire,Men's Athletic Footwear,54,95,5130
Foot Locker,2021-10-18,Midwest,Missouri,Men's Athletic Footwear,24,91,2184
Amazon,2021-04-21,West,Alaska,Women's Apparel,49,84,4116
Kohl's,2021-12-22,West,Arizona,Men's Apparel,52,88,4576
Amazon,2021-05-20,West,Alaska,Women's Street Footwear,53,84,4452
Sports Direct,2021-04-13,Southeast,Georgia,Men's Athletic Footwear,51,88,4488
Amazon,2021-06-22,West,Alaska,Men's Apparel,60,84,5040
West Gear,2021-09-12,West,Utah,Women's Street Footwear,9,91,819
Amazon,2021-09-20,West,Alaska,Women's Apparel,64,84,5376
Sports Direct,2021-12-06,Northeast,New Jersey,Men's Apparel,55,83,4565
West Gear,2021-11-11,West,Utah,Men's Apparel,39,91,3549
Sports Direct,2021-10-13,Southeast,Georgia,Women's Athletic Footwear,44,88,3872
Sports Direct,2021-09-03,Northeast,Connecticut,Women's Apparel,54,83,4482
West Gear,2021-02-24,West,Utah,Men's Athletic Footwear,39,91,3549
Walmart,2021-03-19,South,Arkansas,Women's Street Footwear,10,88,880
Walmart,2021-04-17,Southeast,Florida,Women's Athletic Footwear,52,84,4368
Sports Direct,2021-04-14,Northeast,Massachusetts,Women's Apparel,39,83,3237
West Gear,2021-10-24,West,Oregon,Women's Street Footwear,46,91,4186
Walmart,2021-09-19,South,Arkansas,Women's Street Footwear,14,88,1232
West Gear,2021-04-24,West,Oregon,Women's Apparel,59,84,4956
Amazon,2021-11-14,Northeast,Massachusetts,Women's Street Footwear,50,83,4150
Sports Direct,2021-10-04,West,Idaho,Men's Apparel,32,91,2912
Amazon,2021-02-19,Northeast,New Hampshire,Men's Apparel,56,83,4648
Walmart,2021-09-19,South,Arkansas,Women's Athletic Footwear,14,88,1232
Foot Locker,2021-02-22,Northeast,New Hampshire,Women's Street Footwear,43,83,3569
West Gear,2021-06-21,South,Oklahoma,Men's Athletic Footwear,33,88,2904
West Gear,2021-03-16,South,Louisiana,Women's Athletic Footwear,50,84,4200
Foot Locker,2020-01-01,Northeast,Pennsylvania,Women's Apparel,53,83,4399
West Gear,2021-06-21,South,Oklahoma,Women's Street Footwear,36,88,3168
Sports Direct,2021-07-08,Midwest,North Dakota,Men's Athletic Footwear,44,84,3696
Amazon,2021-10-14,South,Alabama,Women's Street Footwear,23,83,1909
West Gear,2021-08-03,Midwest,Wisconsin,Men's Athletic Footwear,43,84,3612
Foot Locker,2021-09-25,Southeast,Virginia,Women's Apparel,33,83,2739
West Gear,2021-01-10,Midwest,Wisconsin,Women's Apparel,32,84,2688
West Gear,2021-08-20,South,Oklahoma,Women's Athletic Footwear,37,88,3256
West Gear,2021-09-25,West,Oregon,Women's Street Footwear,39,83,3237
West Gear,2021-10-21,South,Oklahoma,Men's Athletic Footwear,19,88,1672
West Gear,2021-09-18,South,Louisiana,Men's Apparel,41,83,3403
Kohl's,2021-01-16,South,Oklahoma,Women's Street Footwear,14,88,1232
West Gear,2021-02-21,South,Arkansas,Men's Athletic Footwear,17,83,1411
West Gear,2021-07-09,Midwest,Indiana,Men's Athletic Footwear,49,84,4116
West Gear,2021-03-19,South,Oklahoma,Women's Street Footwear,7,83,581
West Gear,2021-12-09,Midwest,Indiana,Men's Apparel,54,84,4536
West Gear,2021-09-19,South,Oklahoma,Women's Athletic Footwear,12,83,996
Foot Locker,2021-11-13,Midwest,Kansas,Women's Apparel,73,88,6424
Foot Locker,2021-03-22,West,Arizona,Women's Street Footwear,49,91,4459
Sports Direct,2021-05-03,Northeast,Connecticut,Men's Athletic Footwear,35,83,2905
Foot Locker,2021-08-12,Midwest,South Dakota,Women's Apparel,53,88,4664
Sports Direct,2021-05-03,Northeast,Connecticut,Women's Street Footwear,32,83,2656
West Gear,2021-12-05,Midwest,Iowa,Women's Apparel,59,88,5192
Foot Locker,2021-10-17,Northeast,West Virginia,Women's Apparel,47,84,3948
Sports Direct,2021-05-03,Northeast,Connecticut,Men's Apparel,37,83,3071
Sports Direct,2021-09-03,Northeast,Connecticut,Women's Apparel,45,83,3735
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Athletic Footwear,39,83,3237
West Gear,2021-12-02,Midwest,Wisconsin,Women's Apparel,59,88,5192
Foot Locker,2021-06-22,Northeast,Maryland,Women's Apparel,53,84,4452
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Apparel,46,83,3818
Foot Locker,2021-11-21,Northeast,Maryland,Men's Street Footwear,58,88,5104
Sports Direct,2021-01-17,Northeast,Rhode Island,Women's Apparel,26,83,2158
Foot Locker,2021-09-13,Northeast,Delaware,Women's Apparel,58,84,4872
Amazon,2021-11-14,Northeast,Massachusetts,Women's Athletic Footwear,42,83,3486
Foot Locker,2021-12-03,Northeast,Connecticut,Women's Street Footwear,50,88,4400
Amazon,2021-05-10,Northeast,Vermont,Women's Athletic Footwear,40,83,3320
Kohl's,2021-11-14,Northeast,Delaware,Women's Athletic Footwear,51,84,4284
Foot Locker,2021-06-08,Northeast,Rhode Island,Women's Apparel,51,88,4488
Foot Locker,2021-02-22,Northeast,New Hampshire,Women's Street Footwear,29,83,2407
Sports Direct,2021-02-05,Northeast,Connecticut,Women's Apparel,39,84,3276
Sports Direct,2021-05-13,Northeast,Massachusetts,Women's Apparel,55,88,4840
Foot Locker,2021-07-07,Midwest,Illinois,Men's Athletic Footwear,43,81,3483
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Athletic Footwear,51,84,4284
Sports Direct,2021-08-14,Northeast,Massachusetts,Men's Athletic Footwear,47,88,4136
Foot Locker,2021-08-10,Midwest,Illinois,Women's Apparel,64,81,5184
Amazon,2021-12-13,Northeast,Massachusetts,Men's Apparel,62,84,5208
Sports Direct,2021-08-27,South,Texas,Men's Apparel,38,81,3078
Foot Locker,2021-11-26,Northeast,Pennsylvania,Women's Apparel,65,81,5265
Amazon,2021-01-21,Northeast,Vermont,Women's Apparel,49,88,4312
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Athletic Footwear,62,84,5208
West Gear,2020-02-05,West,Nevada,Men's Apparel,59,81,4779
Amazon,2021-06-19,Northeast,New Hampshire,Women's Street Footwear,53,88,4664
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Athletic Footwear,50,84,4200
West Gear,2020-03-01,West,Nevada,Men's Apparel,63,81,5103
Foot Locker,2020-11-21,Midwest,Minnesota,Women's Apparel,53,81,4293
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Athletic Footwear,62,88,5456
Kohl's,2021-01-06,Midwest,Montana,Women's Athletic Footwear,44,81,3564
Foot Locker,2021-06-02,West,California,Women's Street Footwear,32,83,2656
Sports Direct,2021-03-26,South,Tennessee,Men's Apparel,27,88,2376
Foot Locker,2021-06-27,Midwest,Nebraska,Men's Athletic Footwear,37,81,2997
Foot Locker,2020-01-01,Northeast,Pennsylvania,Women's Apparel,68,83,5644
Sports Direct,2021-08-17,South,Alabama,Men's Apparel,28,88,2464
Sports Direct,2021-03-20,South,Tennessee,Men's Apparel,37,83,3071
Sports Direct,2021-08-23,South,Alabama,Men's Apparel,19,88,1672
Amazon,2021-10-22,West,Alaska,Women's Apparel,73,83,6059
Amazon,2021-11-21,West,Alaska,Men's Apparel,69,83,5727
Amazon,2021-10-13,South,Alabama,Men's Athletic Footwear,30,88,2640
Walmart,2021-10-10,West,Hawaii,Women's Athletic Footwear,50,83,4150
West Gear,2021-04-11,West,Utah,Men's Apparel,24,88,2112
Foot Locker,2021-04-18,Midwest,Missouri,Women's Street Footwear,18,83,1494
West Gear,2021-04-24,West,Oregon,Men's Athletic Footwear,39,88,3432
Foot Locker,2021-09-19,Midwest,Missouri,Women's Athletic Footwear,14,83,1162
West Gear,2021-08-24,West,Oregon,Women's Apparel,53,88,4664
West Gear,2021-10-11,West,Utah,Men's Apparel,29,83,2407
Foot Locker,2021-02-04,West,Idaho,Men's Apparel,31,88,2728
West Gear,2021-04-24,West,Oregon,Men's Athletic Footwear,54,83,4482
West Gear,2021-03-06,West,Idaho,Men's Apparel,32,88,2816
Amazon,2021-06-22,West,Alaska,Women's Street Footwear,53,81,4293
West Gear,2021-05-25,West,Oregon,Women's Athletic Footwear,49,83,4067
Foot Locker,2021-01-23,West,Idaho,Women's Athletic Footwear,30,88,2640
Amazon,2021-11-21,West,Alaska,Men's Athletic Footwear,59,81,4779
Foot Locker,2021-04-10,West,Hawaii,Men's Athletic Footwear,61,81,4941
Foot Locker,2021-02-24,Southeast,Virginia,Women's Apparel,38,81,3078
Foot Locker,2021-10-23,West,Arizona,Men's Apparel,44,88,3872
Foot Locker,2021-08-18,Midwest,Missouri,Men's Apparel,34,81,2754
Kohl's,2021-03-25,West,New Mexico,Women's Athletic Footwear,50,83,4150
Kohl's,2021-03-25,West,New Mexico,Women's Athletic Footwear,37,88,3256
Foot Locker,2021-11-18,Midwest,Missouri,Men's Apparel,43,81,3483
Amazon,2021-05-23,Southeast,Kentucky,Women's Apparel,51,83,4233
Walmart,2021-03-19,South,Arkansas,Men's Apparel,24,88,2112
West Gear,2021-10-24,West,Oregon,Women's Athletic Footwear,44,81,3564
Amazon,2021-10-22,Southeast,Kentucky,Men's Athletic Footwear,41,83,3403
West Gear,2021-03-19,South,Oklahoma,Women's Apparel,18,88,1584
Amazon,2021-01-22,Midwest,Ohio,Women's Apparel,37,81,2997
Foot Locker,2021-10-23,West,Arizona,Women's Street Footwear,44,91,4004
Amazon,2021-10-22,Southeast,Kentucky,Women's Apparel,53,83,4399
West Gear,2021-05-19,South,Oklahoma,Women's Street Footwear,27,88,2376
Foot Locker,2021-03-16,South,Mississippi,Men's Apparel,32,81,2592
Kohl's,2021-05-27,West,New Mexico,Women's Athletic Footwear,51,91,4641
Foot Locker,2021-04-17,South,Mississippi,Men's Apparel,38,81,3078
Kohl's,2021-10-26,West,New Mexico,Men's Apparel,56,91,5096
Walmart,2021-04-20,South,Arkansas,Men's Athletic Footwear,24,81,1944
Sports Direct,2021-05-14,Southeast,Georgia,Women's Athletic Footwear,47,91,4277
West Gear,2021-08-20,South,Oklahoma,Men's Apparel,47,81,3807
Kohl's,2021-01-16,South,Oklahoma,Men's Apparel,28,88,2464
Kohl's,2021-12-19,South,Oklahoma,Men's Apparel,69,81,5589
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Apparel,44,88,3872
Kohl's,2021-04-13,Midwest,Kansas,Women's Apparel,29,81,2349
Sports Direct,2021-12-06,Northeast,Rhode Island,Women's Street Footwear,40,88,3520
Kohl's,2021-06-14,Midwest,Kansas,Women's Street Footwear,37,81,2997
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Athletic Footwear,28,88,2464
Foot Locker,2021-12-12,Midwest,Kansas,Men's Apparel,64,81,5184
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Street Footwear,32,88,2816
Foot Locker,2021-07-11,Midwest,South Dakota,Men's Athletic Footwear,44,81,3564
Sports Direct,2021-09-13,Northeast,Massachusetts,Men's Athletic Footwear,35,88,3080
West Gear,2021-11-10,Midwest,Indiana,Women's Street Footwear,32,81,2592
West Gear,2021-03-16,Northeast,West Virginia,Women's Apparel,29,81,2349
Amazon,2021-08-22,Southeast,Kentucky,Men's Athletic Footwear,41,91,3731
West Gear,2021-06-17,Northeast,West Virginia,Women's Street Footwear,33,81,2673
Sports Direct,2021-08-21,Northeast,Maryland,Women's Apparel,53,81,4293
Walmart,2021-10-21,South,Arkansas,Men's Apparel,27,83,2241
Foot Locker,2021-01-17,Northeast,Maryland,Men's Athletic Footwear,38,81,3078
Foot Locker,2021-02-18,South,Mississippi,Women's Athletic Footwear,25,91,2275
Foot Locker,2021-01-17,Northeast,Maryland,Women's Apparel,36,81,2916
Foot Locker,2021-05-13,Northeast,Delaware,Women's Street Footwear,41,81,3321
Walmart,2021-05-19,South,Arkansas,Women's Street Footwear,34,91,3094
Kohl's,2021-07-06,Northeast,New Jersey,Women's Street Footwear,37,81,2997
Kohl's,2021-06-14,Midwest,Kansas,Men's Apparel,54,83,4482
Sports Direct,2021-01-07,Northeast,New Jersey,Women's Apparel,37,81,2997
Foot Locker,2021-11-13,Midwest,Kansas,Women's Athletic Footwear,54,83,4482
Sports Direct,2021-07-03,Northeast,Connecticut,Women's Street Footwear,44,81,3564
Foot Locker,2021-01-12,Midwest,Kansas,Women's Street Footwear,27,83,2241
Sports Direct,2021-07-03,Northeast,Connecticut,Men's Apparel,53,81,4293
West Gear,2021-12-05,Midwest,Iowa,Women's Street Footwear,47,83,3901
Foot Locker,2021-05-06,Northeast,Rhode Island,Women's Apparel,52,81,4212
West Gear,2021-10-10,Midwest,Indiana,Women's Apparel,48,83,3984
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Athletic Footwear,41,81,3321
West Gear,2021-11-10,Midwest,Indiana,Women's Athletic Footwear,34,83,2822
Amazon,2021-06-12,Northeast,Vermont,Women's Street Footwear,45,81,3645
Amazon,2021-06-12,Northeast,Vermont,Men's Apparel,58,81,4698
West Gear,2021-10-12,Northeast,Vermont,Women's Apparel,71,81,5751
West Gear,2021-11-11,Northeast,Vermont,Men's Athletic Footwear,55,81,4455
Amazon,2021-12-10,Northeast,Vermont,Women's Athletic Footwear,56,81,4536
West Gear,2021-11-20,South,Arkansas,Men's Apparel,69,91,6279
Amazon,2021-12-10,Northeast,Vermont,Men's Apparel,67,81,5427
Amazon,2021-01-21,Northeast,Vermont,Women's Street Footwear,38,81,3078
Amazon,2021-03-17,Northeast,New Hampshire,Men's Athletic Footwear,36,88,3168
West Gear,2021-02-21,South,Arkansas,Women's Street Footwear,15,91,1365
West Gear,2021-09-19,South,Oklahoma,Women's Apparel,28,91,2548
Kohl's,2021-10-21,South,Oklahoma,Women's Apparel,29,91,2639
Foot Locker,2021-10-19,Northeast,New Hampshire,Women's Apparel,72,81,5832
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Apparel,71,81,5751
Kohl's,2021-11-20,South,Oklahoma,Women's Street Footwear,19,81,1539
Foot Locker,2021-12-10,Northeast,Pennsylvania,Men's Athletic Footwear,48,80,3840
Foot Locker,2021-07-03,Midwest,Nebraska,Men's Athletic Footwear,42,80,3360
Foot Locker,2021-05-11,West,Hawaii,Women's Athletic Footwear,52,80,4160
Amazon,2021-08-18,Northeast,New Hampshire,Women's Athletic Footwear,42,88,3696
Kohl's,2021-01-16,South,Oklahoma,Men's Athletic Footwear,23,91,2093
West Gear,2020-01-05,Northeast,Pennsylvania,Women's Athletic Footwear,43,87,3741
Kohl's,2021-07-12,Midwest,Kansas,Men's Apparel,56,91,5096
Foot Locker,2021-11-18,Midwest,Missouri,Women's Street Footwear,23,80,1840
Kohl's,2021-09-12,Midwest,Kansas,Men's Athletic Footwear,38,91,3458
Sports Direct,2021-06-09,Midwest,North Dakota,Women's Apparel,51,91,4641
West Gear,2021-12-05,Midwest,Iowa,Men's Athletic Footwear,47,91,4277
West Gear,2021-05-11,Midwest,Indiana,Women's Apparel,53,91,4823
West Gear,2021-06-10,Midwest,Indiana,Women's Apparel,56,91,5096
Foot Locker,2021-11-17,Northeast,West Virginia,Men's Apparel,62,78,4836
Foot Locker,2021-04-14,Northeast,Delaware,Women's Apparel,38,78,2964
West Gear,2021-08-10,Midwest,Indiana,Women's Apparel,54,91,4914
Kohl's,2021-10-15,Northeast,Delaware,Women's Apparel,63,78,4914
West Gear,2021-11-10,Midwest,Indiana,Women's Apparel,61,91,5551
Foot Locker,2021-12-03,Northeast,Connecticut,Men's Apparel,60,78,4680
West Gear,2021-03-16,Northeast,West Virginia,Women's Street Footwear,19,91,1729
West Gear,2021-09-18,Northeast,West Virginia,Men's Athletic Footwear,29,91,2639
Sports Direct,2021-12-06,Northeast,Rhode Island,Men's Athletic Footwear,45,78,3510
Amazon,2021-09-10,Northeast,Vermont,Women's Apparel,59,78,4602
Amazon,2021-05-17,Northeast,New Hampshire,Men's Apparel,63,78,4914
Foot Locker,2021-11-17,Northeast,West Virginia,Women's Athletic Footwear,38,91,3458
Foot Locker,2021-01-24,Northeast,New Hampshire,Women's Apparel,54,78,4212
Foot Locker,2021-01-17,Northeast,Maryland,Women's Street Footwear,29,91,2639
Foot Locker,2021-11-20,Northeast,Pennsylvania,Women's Apparel,51,78,3978
Sports Direct,2021-08-21,Northeast,Maryland,Men's Athletic Footwear,41,83,3403
Walmart,2021-09-18,Southeast,Florida,Women's Athletic Footwear,44,78,3432
Sports Direct,2021-12-06,Northeast,New Jersey,Women's Athletic Footwear,47,83,3901
Foot Locker,2021-03-23,Southeast,Virginia,Women's Athletic Footwear,38,78,2964
Kohl's,2021-12-13,Northeast,Delaware,Men's Apparel,61,91,5551
Foot Locker,2021-09-25,Southeast,Virginia,Women's Street Footwear,34,78,2652
Sports Direct,2021-11-07,Northeast,New Jersey,Women's Apparel,59,91,5369
West Gear,2021-01-17,West,Oregon,Women's Athletic Footwear,34,78,2652
Sports Direct,2021-12-06,Northeast,New Jersey,Women's Street Footwear,49,91,4459
Foot Locker,2021-04-23,West,Arizona,Women's Athletic Footwear,40,78,3120
Kohl's,2021-05-27,West,New Mexico,Men's Apparel,45,78,3510
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Athletic Footwear,42,91,3822
Sports Direct,2021-03-12,Southeast,Georgia,Women's Athletic Footwear,38,78,2964
Sports Direct,2021-08-14,Northeast,Massachusetts,Women's Apparel,58,91,5278
Walmart,2021-02-21,South,Arkansas,Women's Athletic Footwear,15,78,1170
Amazon,2021-01-14,Northeast,Massachusetts,Women's Street Footwear,32,91,2912
West Gear,2021-03-19,South,Oklahoma,Men's Athletic Footwear,15,78,1170
Sports Direct,2021-12-11,Midwest,South Dakota,Men's Athletic Footwear,45,75,3375
West Gear,2021-09-19,South,Oklahoma,Men's Apparel,20,78,1560
Foot Locker,2021-07-06,Northeast,Rhode Island,Women's Street Footwear,27,78,2106
Sports Direct,2021-12-11,Midwest,South Dakota,Women's Apparel,64,75,4800
Amazon,2021-11-14,Northeast,Massachusetts,Men's Apparel,50,78,3900
Sports Direct,2021-05-10,Midwest,North Dakota,Women's Apparel,52,75,3900
Amazon,2021-09-17,Northeast,New Hampshire,Women's Street Footwear,43,78,3354
Foot Locker,2021-12-08,Midwest,North Dakota,Men's Athletic Footwear,46,75,3450
Foot Locker,2021-06-01,West,California,Men's Athletic Footwear,41,77,3157
Foot Locker,2021-01-06,Midwest,North Dakota,Women's Apparel,28,75,2100
Foot Locker,2021-06-11,Midwest,Illinois,Women's Apparel,43,77,3311
Kohl's,2021-01-26,West,Arizona,Men's Apparel,45,80,3600
Foot Locker,2020-12-23,Midwest,Minnesota,Men's Athletic Footwear,42,77,3234
Amazon,2021-01-21,Northeast,Vermont,Men's Athletic Footwear,45,91,4095
Foot Locker,2020-12-27,Midwest,Minnesota,Women's Apparel,54,77,4158
Amazon,2021-08-22,Southeast,Kentucky,Women's Street Footwear,36,80,2880
Foot Locker,2021-10-06,Midwest,Iowa,Men's Athletic Footwear,32,75,2400
Amazon,2021-06-19,Northeast,New Hampshire,Women's Athletic Footwear,52,91,4732
Kohl's,2021-01-01,Midwest,Montana,Men's Apparel,47,77,3619
Foot Locker,2021-11-22,Southeast,Kentucky,Women's Apparel,66,80,5280
Foot Locker,2021-06-01,West,California,Men's Athletic Footwear,31,91,2821
West Gear,2021-11-03,Midwest,Wisconsin,Women's Apparel,61,75,4575
Amazon,2021-11-12,Northeast,Maine,Men's Athletic Footwear,48,77,3696
Foot Locker,2021-03-16,South,Mississippi,Women's Athletic Footwear,19,80,1520
West Gear,2021-02-10,Midwest,Indiana,Women's Apparel,19,75,1425
Amazon,2021-02-22,West,Alaska,Women's Street Footwear,43,77,3311
West Gear,2021-11-10,Midwest,Indiana,Men's Apparel,55,75,4125
Foot Locker,2021-12-10,Northeast,Pennsylvania,Men's Athletic Footwear,40,91,3640
Amazon,2021-10-22,West,Alaska,Men's Athletic Footwear,60,77,4620
West Gear,2021-01-17,Midwest,Indiana,Men's Athletic Footwear,32,75,2400
West Gear,2021-01-23,South,Arkansas,Men's Apparel,33,80,2640
West Gear,2021-04-17,South,Louisiana,Women's Athletic Footwear,27,91,2457
Sports Direct,2021-01-17,West,Hawaii,Women's Athletic Footwear,47,77,3619
West Gear,2021-02-21,South,Arkansas,Men's Athletic Footwear,23,80,1840
West Gear,2021-04-05,West,Idaho,Men's Apparel,27,91,2457
Foot Locker,2021-01-18,Midwest,Michigan,Women's Athletic Footwear,24,77,1848
Foot Locker,2021-09-19,Midwest,Missouri,Men's Apparel,23,77,1771
West Gear,2021-03-19,South,Oklahoma,Women's Street Footwear,9,80,720
West Gear,2021-09-18,South,Louisiana,Men's Apparel,51,77,3927
Kohl's,2021-06-14,Midwest,Kansas,Women's Athletic Footwear,38,80,3040
Foot Locker,2021-01-23,West,Idaho,Women's Athletic Footwear,38,77,2926
Foot Locker,2021-01-12,Midwest,Kansas,Men's Athletic Footwear,37,80,2960
West Gear,2021-01-17,Midwest,Indiana,Women's Apparel,34,75,2550
Amazon,2021-06-22,Southeast,Kentucky,Men's Athletic Footwear,33,77,2541
Foot Locker,2021-02-12,Midwest,South Dakota,Women's Apparel,32,80,2560
West Gear,2021-02-17,Midwest,Indiana,Women's Street Footwear,27,75,2025
Kohl's,2021-11-20,South,Oklahoma,Men's Apparel,71,77,5467
West Gear,2021-04-17,Northeast,West Virginia,Men's Athletic Footwear,28,75,2100
Kohl's,2021-05-12,Midwest,Kansas,Men's Athletic Footwear,39,77,3003
West Gear,2021-11-06,Midwest,Iowa,Men's Athletic Footwear,32,72,2304
West Gear,2021-09-18,Northeast,West Virginia,Women's Apparel,36,75,2700
Foot Locker,2021-09-13,Midwest,South Dakota,Men's Athletic Footwear,39,80,3120
Foot Locker,2021-06-06,Midwest,Iowa,Men's Athletic Footwear,28,77,2156
West Gear,2021-11-06,Midwest,Iowa,Women's Apparel,59,72,4248
West Gear,2021-06-22,Northeast,Maryland,Men's Athletic Footwear,41,75,3075
West Gear,2021-10-17,Northeast,West Virginia,Men's Athletic Footwear,32,80,2560
Foot Locker,2021-09-07,Midwest,Iowa,Men's Athletic Footwear,27,77,2079
Foot Locker,2021-06-15,Northeast,Delaware,Women's Athletic Footwear,41,75,3075
Foot Locker,2021-06-15,Northeast,Delaware,Men's Apparel,50,75,3750
West Gear,2021-05-18,Northeast,West Virginia,Women's Street Footwear,32,77,2464
Sports Direct,2021-11-07,Northeast,New Jersey,Men's Athletic Footwear,46,80,3680
Kohl's,2021-05-06,Northeast,New Jersey,Women's Street Footwear,38,75,2850
West Gear,2021-07-16,Northeast,West Virginia,Women's Athletic Footwear,48,77,3696
Kohl's,2021-08-07,Northeast,New Jersey,Women's Street Footwear,37,75,2775
Foot Locker,2021-11-17,Northeast,West Virginia,Women's Street Footwear,32,77,2464
Sports Direct,2021-09-03,Northeast,Connecticut,Men's Athletic Footwear,47,75,3525
Kohl's,2021-01-10,Northeast,Delaware,Men's Athletic Footwear,33,77,2541
Foot Locker,2021-08-07,Northeast,Rhode Island,Women's Street Footwear,38,75,2850
Sports Direct,2021-06-05,Northeast,Connecticut,Women's Athletic Footwear,42,80,3360
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Apparel,60,77,4620
Sports Direct,2021-07-03,Northeast,Connecticut,Women's Athletic Footwear,42,80,3360
Sports Direct,2021-02-15,Northeast,Massachusetts,Women's Apparel,38,75,2850
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Street Footwear,41,77,3157
Amazon,2021-12-13,Northeast,Massachusetts,Women's Athletic Footwear,52,75,3900
Amazon,2021-03-10,Northeast,Vermont,Women's Street Footwear,34,77,2618
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Street Footwear,51,80,4080
Amazon,2021-05-10,Northeast,Vermont,Women's Street Footwear,49,75,3675
West Gear,2021-09-25,West,Oregon,Men's Apparel,48,77,3696
Amazon,2021-10-12,Northeast,Vermont,Men's Athletic Footwear,54,75,4050
Amazon,2021-11-11,Northeast,Vermont,Women's Athletic Footwear,55,75,4125
West Gear,2021-05-18,South,Louisiana,Men's Apparel,32,77,2464
Amazon,2021-02-19,Northeast,Vermont,Men's Athletic Footwear,45,75,3375
Walmart,2021-04-20,South,Arkansas,Women's Athletic Footwear,13,77,1001
Amazon,2021-03-17,Northeast,New Hampshire,Women's Street Footwear,38,75,2850
Foot Locker,2021-02-08,Northeast,Rhode Island,Women's Apparel,27,77,2079
Amazon,2021-03-17,Northeast,New Hampshire,Women's Apparel,45,75,3375
Sports Direct,2021-12-06,Northeast,Rhode Island,Women's Athletic Footwear,34,77,2618
Amazon,2021-09-17,Northeast,New Hampshire,Women's Street Footwear,52,75,3900
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Athletic Footwear,34,77,2618
Foot Locker,2021-12-26,Northeast,Pennsylvania,Women's Apparel,53,75,3975
Sports Direct,2021-09-13,Northeast,Massachusetts,Women's Apparel,41,77,3157
West Gear,2021-03-10,West,Utah,Women's Athletic Footwear,20,75,1500
Foot Locker,2021-06-15,Midwest,Illinois,Women's Athletic Footwear,45,75,3375
West Gear,2021-04-11,West,Utah,Women's Athletic Footwear,14,75,1050
Foot Locker,2021-06-21,Midwest,Illinois,Women's Athletic Footwear,45,75,3375
West Gear,2021-03-23,West,Oregon,Women's Athletic Footwear,39,75,2925
West Gear,2021-03-09,Midwest,Indiana,Women's Street Footwear,14,72,1008
Foot Locker,2021-10-25,South,Texas,Women's Athletic Footwear,40,75,3000
West Gear,2021-02-17,South,Louisiana,Women's Athletic Footwear,33,75,2475
West Gear,2021-04-10,Midwest,Indiana,Women's Apparel,47,72,3384
Foot Locker,2021-11-07,Northeast,Pennsylvania,Men's Apparel,60,75,4500
West Gear,2021-08-17,Northeast,West Virginia,Women's Athletic Footwear,36,72,2592
Foot Locker,2021-11-12,Northeast,Pennsylvania,Women's Athletic Footwear,45,75,3375
Sports Direct,2021-01-13,West,New Mexico,Men's Apparel,35,75,2625
Sports Direct,2021-07-20,Northeast,Maryland,Men's Athletic Footwear,42,72,3024
Foot Locker,2021-11-13,Northeast,Pennsylvania,Men's Apparel,60,75,4500
Walmart,2021-04-20,South,Arkansas,Men's Apparel,31,75,2325
Foot Locker,2020-10-26,Midwest,Minnesota,Women's Athletic Footwear,30,75,2250
Kohl's,2021-02-14,South,Oklahoma,Men's Athletic Footwear,17,75,1275
